year,variable,label,group,category,value,unit,status,note,denominator,record_id,workbook,sheet,cell,source_number_format,source_value,temporal_gate
2024-25,cloud,Cloud technology,Industry,Financial and Insurance Services,79.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B24,0.0,79.8,C
2024-25,cloud,Cloud technology,Industry,"Rental, Hiring and Real Estate Services",70.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B25,0.0,70.6,C
2024-25,cloud,Cloud technology,Industry,"Professional, Scientific and Technical Services",82.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B26,0.0,82.8,C
2024-25,cloud,Cloud technology,Industry,Administrative and Support Services,74.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B27,0.0,74.2,C
2024-25,cloud,Cloud technology,Industry,Health Care and Social Assistance,77.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B28,0.0,77.9,C
2024-25,cloud,Cloud technology,Industry,Arts and Recreation Services,76.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B29,0.0,76.4,C
2024-25,cloud,Cloud technology,Industry,Other Services,64.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B30,0.0,64.8,C
2024-25,cloud,Cloud technology,State/Territory,New South Wales,71.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B32,0.0,71.8,C
2024-25,cloud,Cloud technology,State/Territory,Victoria,69.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B33,0.0,69.1,C
2024-25,cloud,Cloud technology,State/Territory,Queensland,74.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B34,0.0,74.9,C
2024-25,cloud,Cloud technology,State/Territory,South Australia,77.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B35,0.0,77.6,C
2024-25,cloud,Cloud technology,State/Territory,Western Australia,77.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B36,0.0,77.8,C
2024-25,cloud,Cloud technology,State/Territory,Tasmania,76.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B37,0.0,76.6,C
2024-25,cloud,Cloud technology,State/Territory,Northern Territory,84.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B38,0.0,84.2,C
2024-25,cloud,Cloud technology,State/Territory,Australian Capital Territory,74.2,%,caution,estimate has a relative standard error and should be used with caution,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B39,\^0.0,74.2,C
2024-25,cloud,Cloud technology,Location,Any capital city location only,72.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B41,0.0,72.5,C
2024-25,cloud,Cloud technology,Location,State or territory capital city CBD only,68.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B42,0.0,68.5,C
2024-25,cloud,Cloud technology,Location,Capital city metropolitan area outside of CBD only,74.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B43,0.0,74.8,C
2024-25,cloud,Cloud technology,Location,Regional only,73,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B44,0.0,73,C
2024-25,cloud,Cloud technology,Location,Other location combinations,79.4,%,caution,estimate has a relative standard error and should be used with caution,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:0,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,B45,\^0.0,79.4,C
2024-25,crm,Customer relationship management,Overall,Total,17.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F7,0.0,17.7,C
2024-25,crm,Customer relationship management,Employment size,0–4 persons,11.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F9,0.0,11.6,C
2024-25,crm,Customer relationship management,Employment size,5–19 persons,23.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F10,0.0,23.8,C
2024-25,crm,Customer relationship management,Employment size,20–199 persons,42.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F11,0.0,42.6,C
2024-25,crm,Customer relationship management,Employment size,200 or more persons,62.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F12,0.0,62.8,C
2024-25,crm,Customer relationship management,Industry,"Agriculture, Forestry and Fishing",3.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F14,0.0,3.1,C
2024-25,crm,Customer relationship management,Industry,Mining,9.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F15,0.0,9.4,C
2024-25,crm,Customer relationship management,Industry,Manufacturing,16.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F16,0.0,16.9,C
2024-25,crm,Customer relationship management,Industry,"Electricity, Gas, Water and Waste Services",21.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F17,0.0,21.8,C
2024-25,crm,Customer relationship management,Industry,Construction,9.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F18,0.0,9.9,C
2024-25,crm,Customer relationship management,Industry,Wholesale Trade,26.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F19,0.0,26.3,C
2024-25,crm,Customer relationship management,Industry,Retail Trade,17.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F20,0.0,17.6,C
2024-25,crm,Customer relationship management,Industry,Accommodation and Food Services,12.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F21,0.0,12.7,C
2024-25,crm,Customer relationship management,Industry,"Transport, Postal and Warehousing",7.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F22,0.0,7.6,C
2024-25,crm,Customer relationship management,Industry,Information Media and Telecommunications,28.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F23,0.0,28.3,C
2024-25,crm,Customer relationship management,Industry,Financial and Insurance Services,47.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F24,0.0,47.4,C
2024-25,crm,Customer relationship management,Industry,"Rental, Hiring and Real Estate Services",29.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F25,0.0,29.5,C
2024-25,crm,Customer relationship management,Industry,"Professional, Scientific and Technical Services",19.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F26,0.0,19.9,C
2024-25,crm,Customer relationship management,Industry,Administrative and Support Services,20.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F27,0.0,20.7,C
2024-25,crm,Customer relationship management,Industry,Health Care and Social Assistance,23.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F28,0.0,23.5,C
2024-25,crm,Customer relationship management,Industry,Arts and Recreation Services,35.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F29,0.0,35.7,C
2024-25,crm,Customer relationship management,Industry,Other Services,15.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F30,0.0,15.4,C
2024-25,crm,Customer relationship management,State/Territory,New South Wales,17.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F32,0.0,17.3,C
2024-25,crm,Customer relationship management,State/Territory,Victoria,17.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F33,0.0,17.9,C
2024-25,crm,Customer relationship management,State/Territory,Queensland,19.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F34,0.0,19.1,C
2024-25,crm,Customer relationship management,State/Territory,South Australia,17.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F35,0.0,17.4,C
2024-25,crm,Customer relationship management,State/Territory,Western Australia,16.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F36,0.0,16.4,C
2024-25,crm,Customer relationship management,State/Territory,Tasmania,13.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F37,0.0,13.5,C
2024-25,crm,Customer relationship management,State/Territory,Northern Territory,24.4,%,caution,estimate has a relative standard error and should be used with caution,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F38,\^0.0,24.4,C
2024-25,crm,Customer relationship management,State/Territory,Australian Capital Territory,12.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F39,0.0,12.6,C
2024-25,crm,Customer relationship management,Location,Any capital city location only,19.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F41,0.0,19.7,C
2024-25,crm,Customer relationship management,Location,State or territory capital city CBD only,19.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F42,0.0,19.7,C
2024-25,crm,Customer relationship management,Location,Capital city metropolitan area outside of CBD only,19.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F43,0.0,19.8,C
2024-25,crm,Customer relationship management,Location,Regional only,13.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F44,0.0,13.2,C
2024-25,crm,Customer relationship management,Location,Other location combinations,32.6,%,caution,estimate has a relative standard error and should be used with caution,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:4,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,F45,\^0.0,32.6,C
2024-25,analytics,Data analytics,Overall,Total,5.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I7,0.0,5.2,C
2024-25,analytics,Data analytics,Employment size,0–4 persons,3.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I9,0.0,3.3,C
2024-25,analytics,Data analytics,Employment size,5–19 persons,6.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I10,0.0,6.1,C
2024-25,analytics,Data analytics,Employment size,20–199 persons,16.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I11,0.0,16.7,C
2024-25,analytics,Data analytics,Employment size,200 or more persons,39.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I12,0.0,39.4,C
2024-25,analytics,Data analytics,Industry,"Agriculture, Forestry and Fishing",3.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I14,0.0,3.5,C
2024-25,analytics,Data analytics,Industry,Mining,17.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I15,0.0,17.4,C
2024-25,analytics,Data analytics,Industry,Manufacturing,2.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I16,0.0,2.6,C
2024-25,analytics,Data analytics,Industry,"Electricity, Gas, Water and Waste Services",12.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I17,0.0,12.5,C
2024-25,analytics,Data analytics,Industry,Construction,2.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I18,0.0,2.5,C
2024-25,analytics,Data analytics,Industry,Wholesale Trade,11.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I19,0.0,11.1,C
2024-25,analytics,Data analytics,Industry,Retail Trade,6.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I20,0.0,6.6,C
2024-25,analytics,Data analytics,Industry,Accommodation and Food Services,4.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I21,0.0,4.2,C
2024-25,analytics,Data analytics,Industry,"Transport, Postal and Warehousing",1.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I22,0.0,1.5,C
2024-25,analytics,Data analytics,Industry,Information Media and Telecommunications,12.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I23,0.0,12.2,C
2024-25,analytics,Data analytics,Industry,Financial and Insurance Services,9.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I24,0.0,9.2,C
2024-25,analytics,Data analytics,Industry,"Rental, Hiring and Real Estate Services",3.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I25,0.0,3.6,C
2024-25,analytics,Data analytics,Industry,"Professional, Scientific and Technical Services",8.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I26,0.0,8.2,C
2024-25,analytics,Data analytics,Industry,Administrative and Support Services,2.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I27,0.0,2.7,C
2024-25,analytics,Data analytics,Industry,Health Care and Social Assistance,5.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I28,0.0,5.7,C
2024-25,analytics,Data analytics,Industry,Arts and Recreation Services,6.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I29,0.0,6.1,C
2024-25,analytics,Data analytics,Industry,Other Services,5.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I30,0.0,5.6,C
2024-25,analytics,Data analytics,State/Territory,New South Wales,5.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I32,0.0,5.8,C
2024-25,analytics,Data analytics,State/Territory,Victoria,5.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I33,0.0,5.5,C
2024-25,analytics,Data analytics,State/Territory,Queensland,4.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I34,0.0,4.4,C
2024-25,analytics,Data analytics,State/Territory,South Australia,4.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I35,0.0,4.2,C
2024-25,analytics,Data analytics,State/Territory,Western Australia,4.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I36,0.0,4.6,C
2024-25,analytics,Data analytics,State/Territory,Tasmania,6.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I37,0.0,6.3,C
2024-25,analytics,Data analytics,State/Territory,Northern Territory,6.7,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I38,0.0,6.7,C
2024-25,analytics,Data analytics,State/Territory,Australian Capital Territory,3.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I39,0.0,3.2,C
2024-25,analytics,Data analytics,Location,Any capital city location only,5.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I41,0.0,5.1,C
2024-25,analytics,Data analytics,Location,State or territory capital city CBD only,6.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I42,0.0,6.8,C
2024-25,analytics,Data analytics,Location,Capital city metropolitan area outside of CBD only,4.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I43,0.0,4.1,C
2024-25,analytics,Data analytics,Location,Regional only,5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I44,0.0,5,C
2024-25,analytics,Data analytics,Location,Other location combinations,12.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:7,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,I45,0.0,12.3,C
2024-25,erp,Enterprise resource planning,Overall,Total,2.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J7,0.0,2.9,C
2024-25,erp,Enterprise resource planning,Employment size,0–4 persons,1.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J9,0.0,1.1,C
2024-25,erp,Enterprise resource planning,Employment size,5–19 persons,3.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J10,0.0,3.1,C
2024-25,erp,Enterprise resource planning,Employment size,20–199 persons,14.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J11,0.0,14.8,C
2024-25,erp,Enterprise resource planning,Employment size,200 or more persons,44.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J12,0.0,44.6,C
2024-25,erp,Enterprise resource planning,Industry,"Agriculture, Forestry and Fishing",1.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J14,0.0,1.3,C
2024-25,erp,Enterprise resource planning,Industry,Mining,15.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J15,0.0,15.9,C
2024-25,erp,Enterprise resource planning,Industry,Manufacturing,4.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J16,0.0,4.9,C
